x,y,z,LABELS,IS OUTLIER
3.89,4.9,3.8,1,0
3.4,5.97,4.29,5,0
4.83,4.56,1.74,1,0
4.29,3.97,2.62,1,0
3.8,3.98,2.25,1,0
3.61,5.27,2.46,1,0
4.7,5.63,2.43,1,0
3.72,3.91,2.97,1,0
3.9,4.57,3.62,1,0
3.7,6.03,3.7,5,0
2.29,3.59,3.65,1,0
4.51,5.79,2.39,1,0
3.45,4.93,3.4,1,0
4.73,7.17,3.62,5,0
3.9,5.0,2.31,1,0
3.68,5.55,3.3,1,0
4.66,4.67,2.69,1,0
3.33,4.59,3.2,1,0
3.14,4.8,5.4,1,1
3.37,5.92,4.46,5,0
4.44,5.38,3.57,1,0
4.3,5.12,3.63,1,0
3.4,5.07,3.28,1,0
3.7,3.98,3.02,1,0
2.95,4.4,4.58,1,0
3.63,4.05,2.49,1,0
3.8,3.77,2.07,1,0
4.26,4.5,3.05,1,0
4.79,5.45,2.14,1,0
3.47,4.8,2.64,1,0
3.21,4.03,2.74,1,0
4.49,4.14,1.43,1,0
4.58,4.3,1.2,1,0
3.87,4.9,2.79,1,0
3.3,4.58,3.9,1,0
4.25,6.26,2.74,1,0
3.55,5.82,3.99,5,0
3.74,4.92,3.69,1,0
3.13,5.16,4.41,1,0
2.99,4.24,3.88,1,0
4.06,5.16,3.97,1,0
4.63,6.43,3.31,1,0
4.14,4.84,3.99,1,0
6.38,6.72,1.5,1,1
5.31,6.35,2.59,1,0
4.83,5.67,1.78,1,0
3.6,5.59,3.27,1,0
4.23,3.92,2.74,1,0
3.08,3.53,3.1,1,0
4.76,5.6,1.56,1,0
3.58,4.67,3.0,1,0
5.75,6.37,2.48,1,0
3.7,5.46,3.71,1,0
3.91,3.8,2.8,1,0
4.61,6.45,2.92,1,0
4.76,5.61,2.74,1,0
4.58,5.55,2.54,1,0
3.94,5.26,2.7,1,0
4.19,4.2,2.42,1,0
3.03,4.18,3.91,1,0
4.47,5.1,3.13,1,0
2.89,5.42,4.46,1,0
4.94,5.18,2.09,1,0
4.27,5.25,3.31,1,0
4.24,5.98,3.03,1,0
4.13,5.03,2.26,1,0
4.15,4.79,2.45,1,0
4.32,4.05,1.77,1,0
4.0,4.3,2.94,1,0
3.57,5.73,3.97,5,0
2.7,4.2,4.3,1,0
4.46,4.94,1.74,1,0
4.63,5.05,2.48,1,0
4.4,4.27,2.65,1,0
4.15,6.01,3.91,5,0
4.69,4.44,2.92,1,0
4.22,5.45,2.73,1,0
5.89,6.65,2.58,1,0
3.8,5.63,2.8,1,0
4.22,4.62,1.98,1,0
3.83,5.34,3.08,1,0
5.04,6.91,2.44,1,0
4.16,5.76,2.76,1,0
4.18,5.1,1.39,1,0
3.29,3.57,3.2,1,0
4.06,4.56,3.1,1,0
5.69,6.39,2.51,1,0
3.84,3.96,2.49,1,0
3.73,4.64,3.63,1,0
4.68,4.78,2.37,1,0
4.9,4.86,1.83,1,0
3.77,5.61,2.9,1,0
4.03,5.35,3.88,1,0
3.65,5.02,4.08,1,0
4.82,6.32,2.46,1,0
2.65,3.87,4.5,1,0
3.44,4.19,3.96,1,0
4.85,6.77,2.44,1,0
4.54,5.66,2.49,1,0
3.58,4.61,2.87,1,0
4.65,5.34,2.52,1,0
5.06,6.3,2.76,1,0
3.26,4.2,3.09,1,0
3.3,5.07,4.51,1,0
4.1,4.2,1.6,1,0
4.69,5.16,2.27,1,0
3.85,4.1,1.63,1,0
4.23,4.65,2.83,1,0
4.19,5.73,2.9,1,0
3.49,3.91,2.95,1,0
4.02,3.64,2.17,1,0
3.38,3.35,3.14,1,0
3.41,3.64,3.78,1,0
3.96,5.33,3.48,1,0
3.27,5.23,4.14,5,0
3.11,4.98,3.69,1,0
2.69,3.1,3.17,1,0
3.0,4.85,3.83,1,0
2.81,5.22,4.44,1,0
4.24,4.87,3.19,1,0
4.18,5.27,1.82,1,0
3.06,5.37,3.03,1,0
4.84,5.86,3.16,1,0
4.1,6.18,3.5,1,0
3.76,4.91,3.6,1,0
4.09,5.38,2.35,1,0
4.99,6.98,3.67,1,0
5.42,5.41,2.56,1,0
3.92,6.19,3.51,1,0
2.83,4.01,3.84,1,0
3.52,4.01,3.08,1,0
3.63,5.47,3.39,1,0
3.1,4.4,4.51,1,0
3.95,4.84,2.72,1,0
3.28,5.1,4.31,1,0
4.25,4.38,1.46,1,0
4.46,5.01,2.85,1,0
3.89,4.23,2.35,1,0
3.95,4.88,3.03,1,0
4.29,4.56,1.72,1,0
3.79,3.6,2.34,1,0
4.44,5.32,2.94,1,0
3.59,4.18,3.34,1,0
3.91,3.95,2.56,1,0
3.81,4.01,1.83,1,0
4.1,4.39,2.65,1,0
3.26,4.49,4.34,1,0
2.71,3.81,4.07,1,0
3.7,4.3,2.56,1,0
4.91,6.12,1.93,1,0
4.74,5.25,2.48,1,0
3.88,5.55,3.8,1,0
3.97,5.15,2.63,1,0
3.32,4.54,3.87,1,0
3.15,4.98,3.79,1,0
3.47,4.28,2.19,1,0
4.31,5.37,2.5,1,0
4.18,5.48,3.62,1,0
5.93,6.59,1.83,1,0
4.84,5.75,2.59,1,0
3.83,5.21,2.46,1,0
4.22,4.94,3.15,1,0
3.1,4.02,3.27,1,0
2.61,2.91,3.65,1,0
2.44,3.34,3.55,1,0
4.75,4.8,1.47,1,0
3.81,3.79,2.66,1,0
3.54,2.92,3.42,1,0
3.63,3.83,3.17,1,0
3.83,5.01,3.49,1,0
4.49,5.89,3.17,1,0
5.03,5.5,1.96,1,0
4.31,6.18,3.62,1,0
4.37,5.52,2.61,1,0
3.31,4.97,2.85,1,0
4.61,4.24,2.45,1,0
4.96,4.98,2.14,1,0
4.35,5.61,2.45,1,0
4.01,4.72,2.35,1,0
3.94,4.89,3.36,1,0
3.03,4.98,4.33,1,0
4.73,6.88,3.67,5,0
3.46,5.11,3.62,1,0
3.68,5.07,4.34,1,0
4.91,4.81,2.95,1,0
3.94,4.08,3.79,1,0
3.48,5.37,3.76,1,0
3.78,4.76,3.82,1,0
3.77,4.22,2.52,1,0
3.99,5.16,3.33,1,0
4.91,5.25,2.36,1,0
4.67,4.98,2.01,1,0
3.85,5.13,2.86,1,0
5.27,5.01,1.5,1,0
4.51,5.36,2.86,1,0
4.04,4.68,2.68,1,0
3.81,5.21,3.19,1,0
4.38,5.05,2.94,1,0
4.37,5.49,3.55,1,0
4.99,5.47,2.58,1,0
4.96,5.56,2.49,1,0
3.52,5.34,4.14,5,0
4.95,5.22,3.81,1,0
4.05,5.38,3.54,1,0
4.75,5.93,2.9,1,0
4.01,3.78,1.95,1,0
5.28,6.18,2.13,1,0
4.56,4.31,2.17,1,0
3.79,4.57,2.11,1,0
4.12,5.39,1.83,1,0
3.55,5.69,4.59,1,0
2.98,3.51,3.02,1,0
4.33,4.93,2.66,1,0
4.41,5.49,2.51,1,0
4.51,6.01,3.75,1,0
3.73,4.17,2.21,1,0
3.89,5.78,3.95,5,0
3.29,4.56,3.5,1,0
4.24,6.06,3.3,1,0
5.07,6.98,3.44,1,0
3.93,4.72,2.6,1,0
3.13,4.83,3.04,1,0
4.52,6.21,2.79,1,0
3.64,3.45,2.79,1,0
3.63,4.37,2.35,1,0
3.86,5.93,3.78,5,0
3.47,4.32,3.8,1,0
4.41,6.74,3.37,1,0
4.17,4.99,2.38,1,0
3.5,4.04,3.74,1,0
3.83,4.6,3.14,1,0
3.26,5.23,3.79,1,0
3.58,5.08,2.59,1,0
3.32,5.4,3.97,5,0
3.78,4.15,3.44,1,0
3.21,4.14,3.85,1,0
3.95,4.58,2.73,1,0
3.98,4.87,2.29,1,0
2.83,4.76,3.71,1,0
3.84,4.93,3.1,1,0
3.66,4.86,3.49,1,0
4.72,6.44,2.3,1,0
4.34,5.77,3.92,1,0
5.44,6.04,2.35,1,0
4.11,4.79,3.79,1,0
4.64,7.35,4.28,5,0
4.39,6.39,3.39,1,0
3.79,6.32,3.85,5,0
2.88,4.24,4.0,1,0
3.54,4.65,4.46,1,0
4.17,5.35,3.38,1,0
5.21,5.73,2.67,1,0
4.57,6.25,3.64,1,0
4.51,5.74,3.36,1,0
4.39,5.11,2.35,1,0
4.01,4.41,2.2,1,0
3.15,4.37,3.55,1,0
4.74,4.82,2.61,1,0
3.28,4.02,3.27,1,0
3.37,4.06,2.54,1,0
3.9,4.57,2.61,1,0
2.78,3.49,3.3,1,0
3.48,4.84,3.52,1,0
3.96,5.08,3.25,1,0
3.42,4.02,2.96,1,0
3.44,3.97,3.15,1,0
3.97,5.55,2.64,1,0
4.41,6.13,2.46,1,0
4.49,4.27,1.76,1,0
4.18,4.84,2.14,1,0
3.3,3.82,2.84,1,0
3.41,5.07,3.72,1,0
4.05,5.19,3.12,1,0
3.24,4.53,3.28,1,0
4.81,5.22,2.73,1,0
3.14,4.6,3.46,1,0
3.93,4.48,2.64,1,0
4.06,5.66,2.5,1,0
3.86,4.25,2.35,1,0
3.38,4.34,3.0,1,0
3.85,4.51,2.77,1,0
3.83,4.49,2.81,1,0
4.66,5.37,2.26,1,0
4.23,5.41,3.65,1,0
3.78,4.33,3.77,1,0
2.93,5.61,4.09,5,0
3.86,4.63,2.99,1,0
3.76,4.3,3.18,1,0
3.46,5.73,3.34,1,0
3.83,5.13,2.68,1,0
5.17,6.15,2.28,1,0
3.89,4.33,3.19,1,0
4.04,4.85,2.55,1,0
3.85,5.11,2.8,1,0
2.78,3.66,4.0,1,0
3.25,3.72,3.05,1,0
5.17,6.07,1.53,1,0
4.6,5.74,3.3,1,0
4.32,6.07,2.96,1,0
4.08,4.56,2.21,1,0
2.87,4.45,5.1,1,1
4.32,5.3,3.36,1,0
3.47,5.65,4.08,5,0
3.88,5.98,3.94,5,0
4.42,5.14,1.7,1,0
4.97,5.63,2.77,1,0
3.95,5.84,4.64,1,0
4.18,3.34,2.29,1,0
3.99,4.6,3.14,1,0
4.52,5.02,2.61,1,0
3.59,5.11,3.47,1,0
2.64,3.26,2.46,1,0
3.73,4.55,2.4,1,0
2.94,5.77,5.26,1,1
4.53,5.85,2.98,1,0
3.66,4.79,3.54,1,0
4.29,5.42,2.78,1,0
3.36,5.53,4.52,1,0
4.57,4.74,2.11,1,0
4.35,4.49,3.22,1,0
4.52,6.18,2.69,1,0
3.59,4.75,1.92,1,0
3.98,5.07,2.4,1,0
4.17,4.72,3.09,1,0
4.23,4.54,3.1,1,0
3.82,5.78,3.54,1,0
4.06,3.89,2.4,1,0
3.46,5.57,4.76,1,1
4.34,5.22,3.12,1,0
4.22,5.78,2.79,1,0
3.39,4.15,3.34,1,0
3.87,4.15,2.62,1,0
5.16,4.92,1.48,1,0
4.45,4.99,3.3,1,0
5.08,6.27,2.72,1,0
4.0,4.86,2.96,1,0
2.99,5.03,5.1,1,1
4.19,4.68,2.38,1,0
3.72,5.72,2.65,1,0
4.21,4.82,2.4,1,0
3.72,3.9,2.58,1,0
3.65,3.69,2.66,1,0
4.08,4.59,2.78,1,0
3.7,4.83,2.91,1,0
4.85,7.16,3.12,1,0
2.83,3.31,3.7,1,0
3.83,5.78,3.15,1,0
3.94,5.87,3.02,1,0
4.42,4.88,2.51,1,0
3.5,4.89,3.78,1,0
2.94,3.99,3.41,1,0
4.69,6.09,2.74,1,0
3.39,5.01,3.84,1,0
4.47,5.23,2.82,1,0
3.95,4.79,3.47,1,0
3.55,4.69,2.55,1,0
3.02,4.6,3.09,1,0
4.12,4.8,2.87,1,0
3.19,4.51,3.58,1,0
3.67,5.07,3.46,1,0
2.84,4.03,3.89,1,0
3.69,4.86,3.89,1,0
3.31,5.37,2.92,1,0
4.36,4.44,1.9,1,0
4.21,4.84,3.27,1,0
4.51,4.89,2.47,1,0
4.92,5.19,2.96,1,0
5.62,5.32,1.71,1,0
4.01,4.69,1.79,1,0
2.82,4.5,3.93,1,0
4.34,5.28,2.69,1,0
3.47,4.48,3.25,1,0
3.8,4.49,2.44,1,0
4.29,5.39,1.68,1,0
4.31,6.72,3.4,1,0
4.14,5.4,3.75,1,0
4.41,5.18,2.9,1,0
3.85,4.69,2.42,1,0
3.42,5.24,3.76,1,0
3.07,3.01,3.31,1,0
4.91,4.24,1.68,1,0
4.27,4.69,3.25,1,0
4.61,7.13,3.86,5,0
3.76,5.68,3.21,1,0
3.67,4.66,4.02,1,0
2.64,3.37,3.4,1,0
3.09,4.82,3.69,1,0
4.81,5.26,1.84,1,0
4.23,5.35,2.7,1,0
3.21,4.01,2.99,1,0
4.42,4.45,3.1,1,0
3.93,6.33,3.47,1,0
4.32,5.97,2.7,1,0
4.1,5.77,3.32,1,0
3.09,5.37,3.28,1,0
3.71,4.99,3.19,1,0
2.43,4.55,4.69,1,0
3.72,4.9,2.71,1,0
3.29,4.29,3.99,1,0
3.72,4.19,2.94,1,0
3.84,5.19,3.82,1,0
4.81,4.81,2.06,1,0
3.19,4.02,2.43,1,0
4.32,4.39,2.47,1,0
3.49,5.01,3.06,1,0
4.02,5.39,3.55,1,0
5.27,4.37,2.53,1,0
3.5,5.17,4.61,1,0
3.16,4.47,3.59,1,0
3.25,3.8,2.74,1,0
3.68,4.96,3.42,1,0
5.18,6.01,2.81,1,0
3.56,4.43,3.14,1,0
4.23,4.83,4.0,1,0
3.3,4.96,2.65,1,0
3.96,4.31,2.24,1,0
3.33,4.75,3.05,1,0
3.08,5.0,3.29,1,0
3.31,4.33,2.76,1,0
3.03,4.46,3.63,1,0
3.81,4.44,2.73,1,0
5.1,6.14,2.97,1,0
4.39,5.12,3.08,1,0
4.42,4.97,2.13,1,0
3.51,4.0,3.57,1,0
3.89,4.4,3.03,1,0
3.55,5.12,3.89,1,0
5.07,5.26,2.01,1,0
4.07,3.98,1.81,1,0
3.49,4.51,3.55,1,0
4.23,4.26,1.89,1,0
4.98,4.35,1.37,1,0
4.21,5.78,2.71,1,0
4.86,5.48,2.65,1,0
4.14,5.8,3.25,1,0
4.28,3.9,2.26,1,0
3.64,4.8,3.7,1,0
5.5,6.8,2.98,1,0
4.17,5.37,3.19,1,0
4.78,5.41,3.0,1,0
3.46,6.03,3.78,5,0
3.81,5.44,3.17,1,0
3.7,5.04,3.72,1,0
4.06,5.88,3.35,1,0
3.77,5.27,3.3,1,0
4.28,4.32,1.83,1,0
2.76,3.85,3.36,1,0
3.36,5.4,3.56,1,0
4.0,4.86,2.57,1,0
3.28,3.75,3.11,1,0
4.33,5.31,2.82,1,0
4.96,5.58,2.53,1,0
3.88,5.76,3.01,1,0
4.5,5.18,1.48,1,0
4.36,4.76,1.28,1,0
4.56,6.14,3.9,5,0
4.12,4.63,1.67,1,0
4.03,4.46,2.16,1,0
3.92,5.1,3.37,1,0
4.24,6.24,3.54,1,0
4.18,3.91,2.79,1,0
3.22,4.04,2.85,1,0
4.1,5.14,3.21,1,0
2.86,4.95,4.37,1,0
5.49,6.03,2.57,1,0
3.84,4.62,2.31,1,0
4.26,4.62,2.39,1,0
3.33,3.73,3.27,1,0
3.66,4.67,4.01,1,0
3.96,4.56,2.64,1,0
3.07,4.74,3.44,1,0
3.73,4.29,2.37,1,0
3.09,4.37,3.69,1,0
3.58,5.11,3.99,1,0
4.42,4.96,2.5,1,0
4.33,4.58,2.15,1,0
4.31,6.0,3.06,1,0
2.64,3.77,4.05,1,0
4.39,4.63,2.49,1,0
4.12,4.98,2.93,1,0
4.89,5.7,3.09,1,0
4.51,4.53,2.05,1,0
5.04,5.63,2.82,1,0
3.1,4.02,3.14,1,0
5.19,5.04,2.01,1,0
2.79,4.64,5.27,1,1
3.8,4.9,3.69,1,0
2.98,4.41,4.31,1,0
2.93,5.34,3.97,5,0
3.3,4.72,4.0,1,0
3.81,4.77,2.98,1,0
4.26,4.95,3.05,1,0
3.5,3.83,2.41,1,0
3.22,2.8,2.99,1,0
3.14,4.97,3.56,1,0
4.55,5.35,2.76,1,0
4.37,6.17,3.55,1,0
4.07,4.4,2.46,1,0
4.64,5.91,2.91,1,0
3.86,3.71,2.79,1,0
4.57,6.92,4.01,5,0
3.49,3.91,3.15,1,0
3.01,5.1,3.41,1,0
4.17,5.46,3.14,1,0
4.85,5.7,3.27,1,0
4.05,6.4,3.62,5,0
4.87,4.92,2.31,1,0
3.91,5.58,3.55,1,0
3.05,3.79,2.52,1,0
4.67,5.95,2.28,1,0
4.82,4.02,1.04,1,0
4.53,5.11,2.29,1,0
4.86,4.96,2.34,1,0
4.39,5.94,2.71,1,0
2.76,4.05,4.28,1,0
4.38,5.31,2.86,1,0
3.45,4.06,3.2,1,0
5.47,5.4,2.29,1,0
3.64,4.78,3.23,1,0
4.73,5.07,1.64,1,0
2.93,4.03,4.02,1,0
3.09,3.85,3.02,1,0
3.93,3.9,2.49,1,0
4.26,4.56,2.89,1,0
2.7,3.6,2.73,1,0
3.62,5.13,4.22,1,0
4.63,5.19,3.12,1,0
3.55,5.08,3.68,1,0
4.31,3.76,2.48,1,0
2.96,5.27,4.26,5,0
4.0,5.35,2.04,1,0
4.17,5.47,3.36,1,0
5.28,5.9,2.04,1,0
3.73,6.18,3.38,1,0
5.49,6.0,2.96,1,0
5.16,5.7,2.08,1,0
3.61,5.27,3.8,1,0
4.82,5.56,2.01,1,0
3.36,5.47,4.14,5,0
3.68,3.32,2.3,1,0
3.72,4.31,3.16,1,0
5.22,5.4,2.97,1,0
4.03,5.03,2.94,1,0
3.56,5.57,4.23,5,0
3.53,4.99,3.01,1,0
4.95,4.73,2.64,1,0
4.13,5.69,2.58,1,0
4.04,5.57,3.26,1,0
3.75,4.82,3.04,1,0
3.28,4.1,2.75,1,0
2.86,3.76,3.85,1,0
3.26,4.44,3.65,1,0
4.92,4.46,2.13,1,0
3.33,4.68,3.21,1,0
5.18,5.51,1.04,1,0
3.9,4.91,4.18,1,0
3.73,5.48,4.24,5,0
2.56,2.95,3.6,1,0
4.88,5.56,1.39,1,0
2.68,4.21,4.12,1,0
4.62,5.04,1.96,1,0
3.27,4.35,3.66,1,0
3.06,3.05,2.87,1,0
3.72,4.46,2.66,1,0
4.43,4.86,2.1,1,0
3.36,3.6,3.35,1,0
2.91,3.0,2.23,1,0
2.84,3.77,3.34,1,0
4.32,5.38,3.43,1,0
4.33,6.23,3.47,1,0
3.7,4.02,2.4,1,0
3.52,6.19,3.3,1,0
3.4,4.5,2.72,1,0
3.47,3.81,2.16,1,0
2.32,3.56,3.72,1,0
4.66,5.11,2.42,1,0
3.94,5.21,3.37,1,0
4.54,5.2,1.82,1,0
3.91,4.89,3.33,1,0
3.79,3.95,2.73,1,0
2.98,4.56,3.02,1,0
4.49,6.28,1.8,1,0
4.76,6.52,2.48,1,0
4.05,4.97,2.6,1,0
3.12,3.72,3.52,1,0
4.43,4.87,3.4,1,0
4.55,5.51,2.39,1,0
4.11,5.58,3.22,1,0
5.3,6.09,2.29,1,0
3.77,5.27,4.3,1,0
4.18,3.48,1.73,1,0
1.77,3.7,4.48,1,0
5.37,5.51,2.16,1,0
5.75,6.31,2.1,1,0
4.96,6.41,3.27,1,0
3.9,5.85,3.55,1,0
4.84,5.94,2.96,1,0
3.99,4.4,1.83,1,0
3.25,4.83,3.61,1,0
3.45,4.8,3.22,1,0
3.06,3.96,2.66,1,0
4.03,4.85,2.39,1,0
3.01,4.73,3.48,1,0
3.48,3.71,2.24,1,0
4.43,4.52,3.07,1,0
4.17,6.29,3.65,5,0
2.95,3.86,3.0,1,0
4.46,6.13,3.73,1,0
3.08,4.37,3.67,1,0
4.3,5.87,2.53,1,0
4.98,5.78,1.97,1,0
6.38,6.29,0.88,1,1
3.38,4.84,3.51,1,0
5.26,6.01,2.55,1,0
5.06,5.48,2.63,1,0
4.3,5.56,2.31,1,0
4.0,4.96,2.36,1,0
4.05,5.37,2.3,1,0
4.08,4.75,2.39,1,0
4.94,6.52,2.44,1,0
3.05,4.25,4.64,1,0
2.45,3.31,3.69,1,0
5.2,6.11,3.07,1,0
3.51,3.84,3.43,1,0
5.11,5.03,2.27,1,0
2.04,3.84,5.22,1,1
2.54,2.46,7.83,1,1
5.41,7.33,3.6,1,0
1.21,1.69,1.11,1,1
3.1,1.12,3.74,1,0
5.19,7.55,2.77,1,0
4.12,3.62,0.59,1,0
3.48,1.46,4.88,1,1
1.47,6.64,1.5,7,1
4.11,3.0,5.9,1,1
-1.99,6.12,1.24,7,1
-1.75,4.51,0.58,7,1
8.24,3.71,5.96,2,1
3.99,7.64,-2.13,7,1
4.65,4.95,-0.5,1,1
-0.33,3.86,1.69,1,1
2.09,1.46,3.5,1,0
11.5,6.67,5.56,3,1
5.31,2.16,1.86,1,0
5.26,6.91,6.45,7,0
5.23,4.55,3.06,1,0
2.73,6.78,4.16,5,0
4.72,-1.16,0.71,1,1
5.16,2.63,3.6,1,1
5.9,4.5,7.92,2,1
0.71,6.29,4.26,5,1
2.72,10.3,1.45,7,1
6.13,3.8,4.69,2,0
8.49,4.58,4.35,2,0
6.53,2.33,2.94,2,0
1.18,10.0,6.31,7,0
8.77,1.35,0.29,2,1
7.12,4.95,2.24,1,1
2.64,1.4,3.19,1,0
5.54,6.53,2.88,1,0
2.85,3.89,5.37,1,0
6.2,0.15,3.17,2,1
6.17,6.68,4.6,1,0
-0.19,2.24,2.11,1,1
1.97,8.86,0.99,7,1
7.63,10.9,12.0,0,0
6.26,9.51,10.8,0,0
6.19,9.3,10.7,0,0
7.11,9.73,11.6,0,0
7.32,8.77,12.9,0,0
6.91,10.1,12.5,0,0
7.38,9.35,12.8,0,0
5.97,10.2,9.77,0,0
7.06,8.86,12.8,0,0
6.57,11.0,11.2,0,0
6.73,11.7,12.3,0,0
7.44,9.75,13.1,0,0
7.72,9.44,12.8,0,0
7.25,9.81,12.6,0,0
8.59,6.78,12.5,0,0
6.92,9.5,11.8,0,0
5.46,11.4,10.1,0,0
6.28,11.2,10.1,0,0
6.58,12.2,12.5,0,0
7.07,8.55,11.7,0,0
5.87,10.9,12.0,0,0
6.23,10.8,11.1,0,0
6.62,8.28,11.2,0,0
7.27,10.7,12.3,0,0
7.26,10.3,12.8,0,0
7.33,8.26,12.5,0,0
6.31,11.2,10.8,0,0
5.5,12.6,11.3,7,0
7.94,8.67,13.2,0,0
6.51,11.2,11.8,0,0
7.47,10.9,12.4,0,0
7.96,7.38,13.1,0,0
7.08,9.26,12.6,0,0
6.76,11.1,12.2,0,0
7.78,11.4,12.9,0,0
6.1,9.44,10.1,0,0
7.44,9.82,11.9,0,0
7.5,9.34,13.5,0,0
7.32,8.97,12.3,0,0
7.0,11.1,12.6,0,0
7.58,9.57,12.9,0,0
6.3,12.3,11.1,0,0
6.47,9.86,11.0,0,0
7.49,10.6,12.7,0,0
6.82,10.2,11.3,0,0
6.65,9.59,11.7,0,0
7.51,9.83,12.6,0,0
7.24,9.66,12.3,0,0
7.0,10.3,12.1,0,0
6.31,10.3,10.4,0,0
6.75,10.0,11.6,0,0
8.04,10.6,13.8,0,0
7.55,8.42,11.7,0,0
5.94,12.2,10.5,0,0
6.27,11.0,11.1,0,0
7.69,11.4,13.8,0,0
7.35,11.8,12.8,0,0
7.77,8.23,13.0,0,0
7.03,12.1,12.0,0,0
8.1,8.74,12.9,0,0
7.14,8.9,12.4,0,0
6.67,8.66,11.9,0,0
6.31,9.84,11.2,0,0
6.83,9.61,11.5,0,0
6.64,10.7,11.0,0,0
6.06,10.9,10.9,0,0
7.49,9.98,12.2,0,0
5.96,10.1,10.8,0,0
7.02,11.1,11.0,0,0
5.69,10.4,9.35,7,0
8.15,11.3,13.0,0,0
7.57,9.86,12.4,0,0
7.93,9.26,12.1,0,0
7.05,10.1,12.2,0,0
7.75,9.27,12.7,0,0
7.04,9.52,12.3,0,0
6.77,11.5,12.7,0,0
7.65,11.6,13.7,0,0
7.5,9.78,12.8,0,0
7.67,10.4,12.0,0,0
6.55,11.0,11.6,0,0
7.43,6.44,12.4,0,0
6.96,10.6,12.2,0,0
8.26,10.1,13.5,0,0
7.8,9.73,13.2,0,0
8.51,9.66,13.3,0,0
7.53,10.1,12.0,0,0
7.48,9.89,13.1,0,0
7.49,9.18,12.4,0,0
7.5,8.49,13.1,0,0
6.5,10.0,10.8,0,0
6.29,9.03,11.4,0,0
7.22,11.4,11.9,0,0
9.15,8.33,13.8,0,0
6.88,10.5,11.7,0,0
7.73,8.52,13.1,0,0
7.63,10.4,13.2,0,0
6.51,9.74,11.5,0,0
7.44,8.68,12.7,0,0
6.71,10.7,12.7,0,0
6.04,10.7,10.0,0,0
6.96,9.17,11.1,0,0
8.23,11.4,14.3,0,0
6.52,9.64,11.1,0,0
6.93,10.5,12.9,0,0
7.08,9.04,11.7,0,0
7.67,10.5,12.4,0,0
7.17,10.5,11.8,0,0
7.03,9.4,11.3,0,0
6.8,7.33,10.6,0,0
7.16,11.8,12.9,0,0
6.67,10.3,12.5,0,0
7.26,8.86,12.2,0,0
6.12,9.99,9.82,0,0
8.0,9.0,13.0,0,0
7.28,8.62,11.3,0,0
7.21,8.3,10.8,0,0
6.78,9.9,11.3,0,0
7.47,9.5,12.3,0,0
7.46,9.16,12.1,0,0
6.18,10.3,11.1,0,0
7.18,8.51,11.9,0,0
7.65,7.7,11.7,0,0
8.04,9.35,13.6,0,0
7.75,8.82,12.5,0,0
6.38,11.8,11.7,0,0
7.38,11.3,13.8,0,0
7.31,9.29,12.9,0,0
6.5,10.4,11.2,0,0
5.83,11.5,11.3,0,0
8.61,9.92,13.2,0,0
7.31,9.27,12.1,0,0
6.47,9.08,9.97,0,0
7.37,10.5,12.7,0,0
6.16,9.29,9.69,0,0
6.7,12.4,11.9,0,0
7.07,10.0,11.7,0,0
8.2,10.1,13.3,0,0
6.75,10.3,11.4,0,0
7.25,9.05,12.4,0,0
6.16,10.8,11.3,0,0
6.4,11.0,11.0,0,0
6.68,8.62,11.9,0,0
6.63,11.0,11.4,0,0
7.07,9.41,12.1,0,0
7.66,8.62,12.9,0,0
7.49,10.2,12.9,0,0
6.74,10.1,11.8,0,0
6.89,6.8,11.0,0,1
7.04,8.21,12.0,0,0
7.57,10.9,13.6,0,0
8.36,9.93,14.1,0,0
6.86,10.4,11.4,0,0
7.08,11.7,11.9,0,0
8.37,7.98,13.1,0,0
7.57,8.34,12.6,0,0
7.4,9.01,11.8,0,0
6.88,10.9,12.2,0,0
4.96,11.6,9.35,7,0
5.89,10.5,10.0,0,0
7.53,8.11,13.0,0,0
6.47,8.49,10.8,0,0
6.94,8.59,11.8,0,0
7.35,10.3,11.6,0,0
7.36,8.85,12.6,0,0
6.17,9.76,10.7,0,0
7.68,10.4,12.6,0,0
6.18,11.8,12.0,0,0
6.42,9.26,11.9,0,0
7.82,9.6,13.0,0,0
5.99,11.1,10.1,0,0
6.83,11.0,10.9,0,0
8.27,9.77,14.2,0,0
8.02,10.1,13.3,0,0
7.41,10.1,13.8,0,0
8.14,9.82,12.9,0,0
7.6,10.7,13.1,0,0
7.5,9.31,12.1,0,0
8.06,11.0,14.3,0,0
6.82,8.52,11.2,0,0
6.72,11.2,11.7,0,0
5.81,12.8,11.1,7,0
6.79,9.74,11.0,0,0
6.59,8.32,11.4,0,0
7.67,11.5,12.3,0,0
7.43,9.8,12.1,0,0
5.21,10.1,9.92,7,0
6.74,9.79,11.6,0,0
7.78,10.7,13.3,0,0
6.74,9.99,11.5,0,0
7.43,9.77,12.5,0,0
6.4,10.5,11.4,0,0
7.02,10.7,12.1,0,0
6.25,11.1,10.8,0,0
6.85,10.9,11.9,0,0
7.29,12.2,13.2,0,0
7.43,9.99,12.4,0,0
7.93,9.61,13.3,0,0
6.54,12.6,12.2,0,0
6.75,10.3,12.0,0,0
6.31,9.86,10.5,0,0
7.51,7.91,11.6,0,0
6.24,11.7,11.0,0,0
7.3,8.81,12.1,0,0
7.6,8.61,12.1,0,0
4.81,10.4,9.76,7,0
7.06,9.92,12.7,0,0
6.83,10.0,12.5,0,0
